Unnamed: 0,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,labels
135,7715,massa provokasi be eriak ganyang partai komunis indonesia,1,0,0,1,0,0,0,0,1,0,0,1,1
136,4208,tai manusia homo ya,0,1,0,0,0,0,0,0,0,0,0,0,1
137,2101,bisik lembut penuh cinta muka mangan gaji buta kampret,1,1,1,0,0,0,0,0,1,1,0,0,1
138,11418,suara cebong kolam xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81,1,1,1,0,0,0,0,0,1,1,0,0,1
139,4180,kadang penasaran benak orang cela presiden jokowi nikmat hasil pimpin presiden ya jalan jalan jalan layang layang bandara bandara nikmat kakak pintar kakak sehat,0,0,0,0,0,0,0,0,0,0,0,0,0
140,7780,lihat hitung hitung takut biaya om air asia lokasi puluh meter laut habis biaya triliun danau gantung perintah kerja rescue asing o,0,0,0,0,0,0,0,0,0,0,0,0,0
141,12900,ya 100 iman katolik 100 junjung nilai nilai luhur budaya bangsa indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1436,ten hyung bahasa cina,0,0,0,0,0,0,0,0,0,0,0,0,0
143,11998,ai dakwah eh pimpin nya korupsi partai komunis indonesia,1,0,0,1,1,0,0,0,0,0,1,0,1
144,5699,wakil presiden prabowo stabil indonesia sikut nyinyir prabowo layak wakil tahan pe ahanan indonesia beliau jokowi prabowo lindung antek,0,0,0,0,0,0,0,0,0,0,0,0,0
145,10153,guru sekolah dasar desa plumbon porong deklarasi anti hoaks benci isu sarah dukung pilih kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0,0
146,608,kolam buaya oke,0,0,0,0,0,0,0,0,0,0,0,0,0
147,5143,sensitif manusia elemen lintas agama salah kemarin demo tanding 212 lintas agama budaya adat bera i kakak,1,0,1,0,0,0,0,0,1,1,0,0,1
148,11218,dasar kunyuk nih cari duit modal tipu bangsat abu,1,1,1,0,0,0,0,0,1,1,0,0,1
149,12030,bodoh bilang bosan calon presiden jokowi prabowo pilih presiden coba coba cari pilih presiden pilih presiden bukti kerja maju indonesia jokowi buk,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9923,istilah kopar lapor partai komunis indonesia asing asing pria no pria sejati negara republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2517,tokoh tokoh agama politik praktis amp identitas agama jabat jabat publik sepe i presiden lurah sepe i lingkung agama buddha biksu makan daging amp minum minum keras keluarga,1,0,0,1,1,0,0,0,0,0,1,0,1
152,623,asalamualaikum alaykum tolong harap bantu korbanphkfreepo,0,0,0,0,0,0,0,0,0,0,0,0,0
153,7205,naib presiden ppbm kantoikan dap terima taja negara asing patut dap lantang tolak akta dana politik takut rahsia sumber duit i kanto tolak pakat tolak dewan adat papua jombn hebat negara,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2844,hizbut tahrir indonesia bubar 7 mei kacung kacung rezim alih isu isu ya bubar bahas dasar kaum dungu,1,1,0,1,0,0,0,0,1,0,1,0,1
155,9402,badan usaha milik desa dunia menteri desa pdt transmigrasi dorong cepat bangun desa indonesia xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0,0
156,6427,paul pogba selebrasi gol dengar tiru suara monyet uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,0
157,8226,anjing gue kasih hadiah pulsa menang ya,0,1,0,0,0,0,0,0,0,0,0,0,1
158,6487,kayak tai era mas jokowi xf0 x9f x98 xa1,1,1,1,0,0,0,0,0,1,1,0,0,1
159,7208,xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 darren nama lontar manik sipit arion bundar percaya aneh,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7220,warga moskow demo turun jokowi negara nya save ustaz alfian,1,0,1,0,0,0,0,0,1,1,0,0,1
161,3060,internasional sih nan kayak tenaga kerja indonesia naga naga sih xf0 x9f xa4 xa3,0,0,0,0,0,0,0,0,0,0,0,0,0
162,9748,fokus rambu jalan sepe inya jajah cina rambu jalan pakai bahasa cina,0,0,0,0,0,0,0,0,0,0,0,0,0
163,11419,nih gerindra bikin jebak batman prabowo suruh tonton bareng film gera 30 september,1,0,0,1,0,0,0,0,1,0,1,0,1
164,12329,rasulullah bilang xe2 x80 x9ctiap bayi lahir suci orang tua yahudi nasrani majusi xe2 x80 x9d,0,0,0,0,0,0,0,0,0,0,0,0,0
165,12421,profil sekolah dasar negeri 1 tidore pulau 1998 1999 sekolah dasar negeri 9 tidore pulau 1999 2004 sekolah negeri 1 tidore pulau 2004 2007 sekolah negeri 1 tidore pulau 2007 2010 antropologi 2010 2015 fakultas ilmu budaya universitas halu oleo kota kendari,0,0,0,0,0,0,0,0,0,0,0,0,0
166,9022,tumbang tangan tuhan kuasa tuhan kerja karma salah amp ingkar janji mawaslahdirisebelumbe indak,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1612,awak patroli 05a giat anjangsana sambang patroli dialogis security balandongan residen arah waspada jaga aman kete iban lingkung utama jelang pilih kepala daerah serentak 2018,0,0,0,0,0,0,0,0,0,0,0,0,0
168,6919,jam anjir wkwk,0,1,0,0,0,0,0,0,0,0,0,0,1
169,1201,ganti rezim biar ulama ulama turun turun jalan demo demo suara adil salut moga demokrat ai islam rapat,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3327,dear driver tukar orang anter gue gue sih pintar dongok puter puter cari rumah gue pakai driver ganti dongok buang gue banget tunggu tai,1,1,0,1,0,0,0,0,1,0,1,0,1
171,9467,kebun sayur deli serdang amp kebun buah binjai kebun sayur football stadium sekolah dasar katolik karya yosef evi layanto is ronaldo pardede si istri su pin is ronaldo pardede si istri the lie tju is ronaldo pardede si istri,0,0,0,0,0,0,0,0,0,0,0,0,0
172,7320,amien tuduh prabowo dalang buah rusuh,1,0,1,0,0,0,0,0,1,1,0,0,1
173,4313,bera i sosialisasi bom takut bom jihad,0,0,0,0,0,0,0,0,0,0,0,0,0
174,11561,bolot biar legenda,0,1,0,0,0,0,0,0,0,0,0,0,1
175,2937,deklarasi pilih kepala daerah 2018 aman anti hoaks warga jabon,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2573,iya sih bilang asing amp anggota dewan wakil rakyat,0,0,0,0,0,0,0,0,0,0,0,0,0
177,11129,sinyal cacat hilang hilang melulu hem haha,1,1,0,1,0,0,0,0,1,0,1,0,1
178,10721,8stmenfess to sayang ngewe nfr,0,1,0,0,0,0,0,0,0,0,0,0,1
179,5822,suka lucu orang bilang ahok penjara jakarta hancur bera i gubernur ganti becus haha,1,0,1,0,0,0,0,0,1,1,0,0,1
180,11717,kondom me rewatch film marvel televisi ayah tonton yahudi orang islam tonton unsur yahudi me oke sebal,1,0,0,1,1,0,0,0,0,0,1,0,1
181,6393,we bong together feat 2ne1 si park bom rilis video musik 2008 rilis lagu 2006 kuis big bang mtvn,0,0,0,0,0,0,0,0,0,0,0,0,0
182,5417,haha otak isi oli bekas cuci pakai kencing onta,1,1,1,0,0,0,0,0,1,1,0,0,1
183,5956,ya ampun bentar jakarta mimpi burik,0,0,0,0,0,0,0,0,0,0,0,0,0
184,12324,ahok kafir maling garong lahan laut milik nelayan rampok rampas reklamasi untung cina cina kafir,1,1,1,0,1,0,0,0,0,1,0,0,1
185,7342,ikea furniture stan ngakak banget tai,0,1,0,0,0,0,0,0,0,0,0,0,1
186,5432,sempurna mustahil usaha sempurna jaring kader demokrat presiden periode,0,0,0,0,0,0,0,0,0,0,0,0,0
187,6271,subhanallah sekolah sekolah kristen iman percaya hadap allah agama islam,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1704,rakyat,1,0,0,1,0,0,0,0,1,0,1,0,1
189,6425,prof katolik indonesia induk konferensi waligereja indonesia kristen indonesia induk pagi anggota kristen jawa protestan huria kristen batak protestan maranata,0,0,0,0,0,0,0,0,0,0,0,0,0
190,704,iya ya pe anyaan lantas orang agama islam non muslim terima aneh aneh rezim zaman susilo bambang yudhoyono kayak tepuk jidat ya inti 20,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2622,setya novanto sangka alien kena blokir jokowi pecat jokowi tutup pintu istana jokowi,1,0,1,0,0,0,0,0,1,1,0,0,1
192,3434,mampus anak langsung nongol,1,1,1,0,0,0,0,0,1,1,0,0,1
193,8928,perintah gus ipul puti kuat program nawacita presiden jokowi jawa timur saudara makmur salam jari gus ipul puti santun,0,0,0,0,0,0,0,0,0,0,0,0,0
194,7412,10 april 1877 raden mas panji sosroka ono kakak ra kakak lahir pelemkerep mahyong jepara jawa wa awan perang terjemah momen momen sejarah dunia tutup hidup ilmu batin,0,0,0,0,0,0,0,0,0,0,0,0,0
195,3701,iya buka langsung sipit banget teman,0,0,0,0,0,0,0,0,0,0,0,0,0
196,11882,salah pangkah tai tai lgbt liberal raja xc2 xb2 ampu kafir harbi,1,1,0,1,1,0,0,1,0,0,1,0,1
197,3231,bicara bakar sekolah uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1
198,3165,jaya korupsi bubar wujud uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0,1
199,10967,protes presiden kayak,0,0,0,0,0,0,0,0,0,0,0,0,0
200,6064,tunang cina,0,0,0,0,0,0,0,0,0,0,0,0,0
201,9267,haha pepatah laden orang dungu debat gue amin deh,0,1,0,0,0,0,0,0,0,0,0,0,1
202,6178,ancam bom mata sipit lucu lucu ya lucu lucu,1,1,1,0,0,0,1,0,0,1,0,0,1
